itemid,title,variation_id,variation_name,variation_price,variation_promo_price,variation_quantity,main_image,variation_image,brand_name,material,style,pattern_type,use,origin,origin_country,available,category_id,item_url,total_quantity,price_range,promotion_price_range,description_text,description_images,package_weight,package_length,package_height,package_width,images_count,all_images,has_video,video_url,video_thumbnail,video_id,reviews_count,average_rating,shipping_fee,shipping_time,shipping_from,shipping_company,shipping_service,tracking_available,free_shipping_requirement,estimate_delivery,estimate_delivery_date,store_title,store_id,store_url,variation_sku_code,api_success,api_error,api_request_time
1005007750283758,15pcs/pack Golf Tees for Training Golf Accessories Ball Tees for Parks Golf Course Courtyard Practice Kickoff Random Color Mix,12000042081464791,Color: 15pcs 45mm,7.00,7.00,5,https://ae01.alicdn.com/kf/S5fed35511ed14c38b362894a0438e6e3Z.jpg,https://ae01.alicdn.com/kf/S5fed35511ed14c38b362894a0438e6e3Z.jpg,GVOVLVF,Plastic,,,,Mainland China,,TRUE,100005884,https://www.aliexpress.com/item/1005007750283758.html,10,7.00 - 7.46,,15pcs/pack Golf Tees for Training Golf Accessories Ball Tees for Parks Golf Course Courtyard Practice Kickoff Random Color MixMaterial: plastic Length: 80mm / 45mmPacking inlude：80mm（15pcs） / 45mm（15pcs）,https://ae01.alicdn.com/kf/S12109b1731c0476f9faa4586bd8edc7d8.jpg|https://ae01.alicdn.com/kf/S43bc246bb08d4190ab32cdcbaf562ffaE.jpg|https://ae01.alicdn.com/kf/S7229c0062e0a41aba2c7651f53ca5ce5S.jpg|https://ae01.alicdn.com/kf/Sc1c2c9c0c4ef43039424de3e2ca6fb06B.jpg|https://ae01.alicdn.com/kf/Sbf484ad063414639971253f8f3d8371fz.jpg|https://ae01.alicdn.com/kf/S591e461d458e4522909b6764fc257b1ez.jpg|https://ae01.alicdn.com/kf/Sf7ff9b0dde7745d1995a5869cdd814dfw.jpg|https://ae01.alicdn.com/kf/S733c75b52b994f50b356ada164e58dc1q.jpg|https://ae01.alicdn.com/kf/S95c1ed3656ae40a6983b97642e7e3edfC.jpg|https://ae01.alicdn.com/kf/S497ecae501c740a28156042d3113d333O.jpg,,,,,6,https://ae01.alicdn.com/kf/Sccbd84a191c24b1d93d5a362cd4b24c9V.jpg|https://ae01.alicdn.com/kf/Scab41361561846e9aa489f9bcbea95fdD.jpg|https://ae01.alicdn.com/kf/Sc7b6174e38034ee8852f309d12cf4a76Q.jpg|https://ae01.alicdn.com/kf/S10cbe5287a734c8f8aebb8bb10b1d8880.jpg|https://ae01.alicdn.com/kf/Sae0cb95cac804d809adb885588b31a0eZ.jpg|https://ae01.alicdn.com/kf/S5fed35511ed14c38b362894a0438e6e3Z.jpg,FALSE,,,,,,,,,,,,,,,,,,o3nEDXJa9J0cqNowjqLshssNCyI_ciDuHsSeZ_ZbgQwRHk4lBomKCWTpwDap-Jr3aLoLpgjRVGu1KtCiGqRmnWBDXxDLIjMjuipv12oBN2aWMTnxIaUQ1GXTXlka-ClGilNiJBx5_rRtqgBpf6c_Sg==,TRUE,,2025-10-03T18:11:23.571759
1005007750283758,15pcs/pack Golf Tees for Training Golf Accessories Ball Tees for Parks Golf Course Courtyard Practice Kickoff Random Color Mix,12000042081464790,Color: 15pcs 80mm,7.46,7.46,5,https://ae01.alicdn.com/kf/Sae0cb95cac804d809adb885588b31a0eZ.jpg,https://ae01.alicdn.com/kf/Sae0cb95cac804d809adb885588b31a0eZ.jpg,GVOVLVF,Plastic,,,,Mainland China,,TRUE,100005884,https://www.aliexpress.com/item/1005007750283758.html,10,7.00 - 7.46,,15pcs/pack Golf Tees for Training Golf Accessories Ball Tees for Parks Golf Course Courtyard Practice Kickoff Random Color MixMaterial: plastic Length: 80mm / 45mmPacking inlude：80mm（15pcs） / 45mm（15pcs）,https://ae01.alicdn.com/kf/S12109b1731c0476f9faa4586bd8edc7d8.jpg|https://ae01.alicdn.com/kf/S43bc246bb08d4190ab32cdcbaf562ffaE.jpg|https://ae01.alicdn.com/kf/S7229c0062e0a41aba2c7651f53ca5ce5S.jpg|https://ae01.alicdn.com/kf/Sc1c2c9c0c4ef43039424de3e2ca6fb06B.jpg|https://ae01.alicdn.com/kf/Sbf484ad063414639971253f8f3d8371fz.jpg|https://ae01.alicdn.com/kf/S591e461d458e4522909b6764fc257b1ez.jpg|https://ae01.alicdn.com/kf/Sf7ff9b0dde7745d1995a5869cdd814dfw.jpg|https://ae01.alicdn.com/kf/S733c75b52b994f50b356ada164e58dc1q.jpg|https://ae01.alicdn.com/kf/S95c1ed3656ae40a6983b97642e7e3edfC.jpg|https://ae01.alicdn.com/kf/S497ecae501c740a28156042d3113d333O.jpg,,,,,6,https://ae01.alicdn.com/kf/Sccbd84a191c24b1d93d5a362cd4b24c9V.jpg|https://ae01.alicdn.com/kf/Scab41361561846e9aa489f9bcbea95fdD.jpg|https://ae01.alicdn.com/kf/Sc7b6174e38034ee8852f309d12cf4a76Q.jpg|https://ae01.alicdn.com/kf/S10cbe5287a734c8f8aebb8bb10b1d8880.jpg|https://ae01.alicdn.com/kf/Sae0cb95cac804d809adb885588b31a0eZ.jpg|https://ae01.alicdn.com/kf/S5fed35511ed14c38b362894a0438e6e3Z.jpg,FALSE,,,,,,,,,,,,,,,,,,5Ke5R4e7L5OXsX32RT98FlujCQY_b8Nmx8SKVyFpb7GBZCO_E4lL4P2sIcoMW9Iu-9K_5C3f5mc3u-TK8FfQ1rrv02vArVWp7-Zuy2rKLUBtFNPFUJlogIQ3L5ylQOwvRxSJG-fGDaUHSYK-rEzdYA==,TRUE,,2025-10-03T18:11:23.571759
1005009589821544,50Pcs Colorful Plastic Golf Tee Step Down Graduated Castle Tee Height Control  Golf Ball Holder Golf Accessories,12000049554173860,Color: 70mm Orange Colors,6.87,4.12,8882,https://ae01.alicdn.com/kf/Sc2e7d6c336be48299236a666db9e8739I.jpg,https://ae01.alicdn.com/kf/Sc2e7d6c336be48299236a666db9e8739I.jpg,None,Plastic,,,,Mainland China,,TRUE,100005884,https://www.aliexpress.com/item/1005009589821544.html,53306,5.01 - 6.87,3.01 - 4.12,"Main Features:Made of unwearable plastic for long use lifeEasy to carry them around as its light weightedEasily spotted after you hit your drive because of their bright colorsCan keep the ball in place and reduce the hit towards the teeGreat for hitting by irons and hybrid clubsSpecification:Material:plasticSize:31mm,37mm,43mm,51mm,57mm,70mmNote:The real color of the item may be slightly different from the pictures shown on website caused by many factors such as brightness of your monitor and light brightnessPlease allow 1-2cm differences due to manual measurementPackage Included:50*Golf Tees",https://ae01.alicdn.com/kf/S294676619f70491fa8e02a0d10d7466fa.jpg|https://ae01.alicdn.com/kf/S11775c72bf2943fea3dbeaa7e0abf23ck.jpg|https://ae01.alicdn.com/kf/Sd3640fca014c4e7c866f15765970ce03Y.jpg|https://ae01.alicdn.com/kf/See2b57de5e694dd69fcebe63a0385420D.jpg|https://ae01.alicdn.com/kf/S9734bc74badb4d75809ca52ad02d8422H.jpg|https://ae01.alicdn.com/kf/S9d7db5e892cf40868c50e5f280736199A.jpg|https://ae01.alicdn.com/kf/Sc2e7d6c336be48299236a666db9e8739I.jpg|https://ae01.alicdn.com/kf/S1863141b3db9477d8a584493c80929d2K.jpg,,,,,6,https://ae01.alicdn.com/kf/S9f2d0a6ef7364836b800501aef6f599d6.jpg|https://ae01.alicdn.com/kf/See2b57de5e694dd69fcebe63a0385420D.jpg|https://ae01.alicdn.com/kf/Sd3640fca014c4e7c866f15765970ce03Y.jpg|https://ae01.alicdn.com/kf/S9d7db5e892cf40868c50e5f280736199A.jpg|https://ae01.alicdn.com/kf/S9734bc74badb4d75809ca52ad02d8422H.jpg|https://ae01.alicdn.com/kf/S11775c72bf2943fea3dbeaa7e0abf23ck.jpg,FALSE,,,,,,,,,,,,,,,,,,Lo44aqF3zzq5TxTuk9yN5LRsmx-cg0qwCh-H2f14-ut1QVwTYqnEU10_lyILsBQrXkqdopjDIiLmKntCmyFqTLkpkW30c3Fuyl9V5SXhF92haQE7MPoVhqpj3ORMd6cW1_uKsooW5eSo03MBuL4qQA==,TRUE,,2025-10-03T18:11:26.337788
1005009589821544,50Pcs Colorful Plastic Golf Tee Step Down Graduated Castle Tee Height Control  Golf Ball Holder Golf Accessories,12000049554173859,Color: 59mm Pink Colors,6.16,3.70,8879,https://ae01.alicdn.com/kf/S9d7db5e892cf40868c50e5f280736199A.jpg,https://ae01.alicdn.com/kf/S9d7db5e892cf40868c50e5f280736199A.jpg,None,Plastic,,,,Mainland China,,TRUE,100005884,https://www.aliexpress.com/item/1005009589821544.html,53306,5.01 - 6.87,3.01 - 4.12,"Main Features:Made of unwearable plastic for long use lifeEasy to carry them around as its light weightedEasily spotted after you hit your drive because of their bright colorsCan keep the ball in place and reduce the hit towards the teeGreat for hitting by irons and hybrid clubsSpecification:Material:plasticSize:31mm,37mm,43mm,51mm,57mm,70mmNote:The real color of the item may be slightly different from the pictures shown on website caused by many factors such as brightness of your monitor and light brightnessPlease allow 1-2cm differences due to manual measurementPackage Included:50*Golf Tees",https://ae01.alicdn.com/kf/S294676619f70491fa8e02a0d10d7466fa.jpg|https://ae01.alicdn.com/kf/S11775c72bf2943fea3dbeaa7e0abf23ck.jpg|https://ae01.alicdn.com/kf/Sd3640fca014c4e7c866f15765970ce03Y.jpg|https://ae01.alicdn.com/kf/See2b57de5e694dd69fcebe63a0385420D.jpg|https://ae01.alicdn.com/kf/S9734bc74badb4d75809ca52ad02d8422H.jpg|https://ae01.alicdn.com/kf/S9d7db5e892cf40868c50e5f280736199A.jpg|https://ae01.alicdn.com/kf/Sc2e7d6c336be48299236a666db9e8739I.jpg|https://ae01.alicdn.com/kf/S1863141b3db9477d8a584493c80929d2K.jpg,,,,,6,https://ae01.alicdn.com/kf/S9f2d0a6ef7364836b800501aef6f599d6.jpg|https://ae01.alicdn.com/kf/See2b57de5e694dd69fcebe63a0385420D.jpg|https://ae01.alicdn.com/kf/Sd3640fca014c4e7c866f15765970ce03Y.jpg|https://ae01.alicdn.com/kf/S9d7db5e892cf40868c50e5f280736199A.jpg|https://ae01.alicdn.com/kf/S9734bc74badb4d75809ca52ad02d8422H.jpg|https://ae01.alicdn.com/kf/S11775c72bf2943fea3dbeaa7e0abf23ck.jpg,FALSE,,,,,,,,,,,,,,,,,,Dk4w4qznUY-f3z49tP3oBEpdFLDCcYq_X3wMKCthuwSNBevMzzGJpnpPKXg0YcFpKe2wY_LQ11lAVxAQLf2eYe-H1FmVuBu6S-LQojXt4tRKpAnfkBhw4hG9d5n7D-BKkOq32w6EV3SunwSLx4pUTg==,TRUE,,2025-10-03T18:11:26.337788
1005009589821544,50Pcs Colorful Plastic Golf Tee Step Down Graduated Castle Tee Height Control  Golf Ball Holder Golf Accessories,12000049554173858,Color: 51mm White Colors,5.87,3.52,8886,https://ae01.alicdn.com/kf/S9734bc74badb4d75809ca52ad02d8422H.jpg,https://ae01.alicdn.com/kf/S9734bc74badb4d75809ca52ad02d8422H.jpg,None,Plastic,,,,Mainland China,,TRUE,100005884,https://www.aliexpress.com/item/1005009589821544.html,53306,5.01 - 6.87,3.01 - 4.12,"Main Features:Made of unwearable plastic for long use lifeEasy to carry them around as its light weightedEasily spotted after you hit your drive because of their bright colorsCan keep the ball in place and reduce the hit towards the teeGreat for hitting by irons and hybrid clubsSpecification:Material:plasticSize:31mm,37mm,43mm,51mm,57mm,70mmNote:The real color of the item may be slightly different from the pictures shown on website caused by many factors such as brightness of your monitor and light brightnessPlease allow 1-2cm differences due to manual measurementPackage Included:50*Golf Tees",https://ae01.alicdn.com/kf/S294676619f70491fa8e02a0d10d7466fa.jpg|https://ae01.alicdn.com/kf/S11775c72bf2943fea3dbeaa7e0abf23ck.jpg|https://ae01.alicdn.com/kf/Sd3640fca014c4e7c866f15765970ce03Y.jpg|https://ae01.alicdn.com/kf/See2b57de5e694dd69fcebe63a0385420D.jpg|https://ae01.alicdn.com/kf/S9734bc74badb4d75809ca52ad02d8422H.jpg|https://ae01.alicdn.com/kf/S9d7db5e892cf40868c50e5f280736199A.jpg|https://ae01.alicdn.com/kf/Sc2e7d6c336be48299236a666db9e8739I.jpg|https://ae01.alicdn.com/kf/S1863141b3db9477d8a584493c80929d2K.jpg,,,,,6,https://ae01.alicdn.com/kf/S9f2d0a6ef7364836b800501aef6f599d6.jpg|https://ae01.alicdn.com/kf/See2b57de5e694dd69fcebe63a0385420D.jpg|https://ae01.alicdn.com/kf/Sd3640fca014c4e7c866f15765970ce03Y.jpg|https://ae01.alicdn.com/kf/S9d7db5e892cf40868c50e5f280736199A.jpg|https://ae01.alicdn.com/kf/S9734bc74badb4d75809ca52ad02d8422H.jpg|https://ae01.alicdn.com/kf/S11775c72bf2943fea3dbeaa7e0abf23ck.jpg,FALSE,,,,,,,,,,,,,,,,,,pvDwlxprCuiJSgiNKWLcRpaxYSegfxbv7N7xBdAis2aiqYR6DtdQJwJpPGeoIz1uuegIpC84Tui4w4CNB0qclObx2Te669lrV51tMNhcOZef-RJ7SZBJhFRcvLlPMvmHnbVaBUJYPRYZJfJKdp0lrQ==,TRUE,,2025-10-03T18:11:26.337788
1005009589821544,50Pcs Colorful Plastic Golf Tee Step Down Graduated Castle Tee Height Control  Golf Ball Holder Golf Accessories,12000049554173857,Color: 43mm Yellow Colors,5.58,3.35,8887,https://ae01.alicdn.com/kf/See2b57de5e694dd69fcebe63a0385420D.jpg,https://ae01.alicdn.com/kf/See2b57de5e694dd69fcebe63a0385420D.jpg,None,Plastic,,,,Mainland China,,TRUE,100005884,https://www.aliexpress.com/item/1005009589821544.html,53306,5.01 - 6.87,3.01 - 4.12,"Main Features:Made of unwearable plastic for long use lifeEasy to carry them around as its light weightedEasily spotted after you hit your drive because of their bright colorsCan keep the ball in place and reduce the hit towards the teeGreat for hitting by irons and hybrid clubsSpecification:Material:plasticSize:31mm,37mm,43mm,51mm,57mm,70mmNote:The real color of the item may be slightly different from the pictures shown on website caused by many factors such as brightness of your monitor and light brightnessPlease allow 1-2cm differences due to manual measurementPackage Included:50*Golf Tees",https://ae01.alicdn.com/kf/S294676619f70491fa8e02a0d10d7466fa.jpg|https://ae01.alicdn.com/kf/S11775c72bf2943fea3dbeaa7e0abf23ck.jpg|https://ae01.alicdn.com/kf/Sd3640fca014c4e7c866f15765970ce03Y.jpg|https://ae01.alicdn.com/kf/See2b57de5e694dd69fcebe63a0385420D.jpg|https://ae01.alicdn.com/kf/S9734bc74badb4d75809ca52ad02d8422H.jpg|https://ae01.alicdn.com/kf/S9d7db5e892cf40868c50e5f280736199A.jpg|https://ae01.alicdn.com/kf/Sc2e7d6c336be48299236a666db9e8739I.jpg|https://ae01.alicdn.com/kf/S1863141b3db9477d8a584493c80929d2K.jpg,,,,,6,https://ae01.alicdn.com/kf/S9f2d0a6ef7364836b800501aef6f599d6.jpg|https://ae01.alicdn.com/kf/See2b57de5e694dd69fcebe63a0385420D.jpg|https://ae01.alicdn.com/kf/Sd3640fca014c4e7c866f15765970ce03Y.jpg|https://ae01.alicdn.com/kf/S9d7db5e892cf40868c50e5f280736199A.jpg|https://ae01.alicdn.com/kf/S9734bc74badb4d75809ca52ad02d8422H.jpg|https://ae01.alicdn.com/kf/S11775c72bf2943fea3dbeaa7e0abf23ck.jpg,FALSE,,,,,,,,,,,,,,,,,,WMxvTJH3zSCzk6sHiZfEPc4m4eDqWYY1HD53c0dBfAoFjnCCKskWIXRbtYtlZCqGhHURVYS3M8-kmldeCHbMMjXvd3ULT75OyqRCpEuePQbMqYMuEkWxAKQINJYfBbh6rbwpl0d75oSkERh-EyYokg==,TRUE,,2025-10-03T18:11:26.337788
1005009589821544,50Pcs Colorful Plastic Golf Tee Step Down Graduated Castle Tee Height Control  Golf Ball Holder Golf Accessories,12000049554173856,Color: 37mm Blue Colors,5.30,3.18,8888,https://ae01.alicdn.com/kf/Sd3640fca014c4e7c866f15765970ce03Y.jpg,https://ae01.alicdn.com/kf/Sd3640fca014c4e7c866f15765970ce03Y.jpg,None,Plastic,,,,Mainland China,,TRUE,100005884,https://www.aliexpress.com/item/1005009589821544.html,53306,5.01 - 6.87,3.01 - 4.12,"Main Features:Made of unwearable plastic for long use lifeEasy to carry them around as its light weightedEasily spotted after you hit your drive because of their bright colorsCan keep the ball in place and reduce the hit towards the teeGreat for hitting by irons and hybrid clubsSpecification:Material:plasticSize:31mm,37mm,43mm,51mm,57mm,70mmNote:The real color of the item may be slightly different from the pictures shown on website caused by many factors such as brightness of your monitor and light brightnessPlease allow 1-2cm differences due to manual measurementPackage Included:50*Golf Tees",https://ae01.alicdn.com/kf/S294676619f70491fa8e02a0d10d7466fa.jpg|https://ae01.alicdn.com/kf/S11775c72bf2943fea3dbeaa7e0abf23ck.jpg|https://ae01.alicdn.com/kf/Sd3640fca014c4e7c866f15765970ce03Y.jpg|https://ae01.alicdn.com/kf/See2b57de5e694dd69fcebe63a0385420D.jpg|https://ae01.alicdn.com/kf/S9734bc74badb4d75809ca52ad02d8422H.jpg|https://ae01.alicdn.com/kf/S9d7db5e892cf40868c50e5f280736199A.jpg|https://ae01.alicdn.com/kf/Sc2e7d6c336be48299236a666db9e8739I.jpg|https://ae01.alicdn.com/kf/S1863141b3db9477d8a584493c80929d2K.jpg,,,,,6,https://ae01.alicdn.com/kf/S9f2d0a6ef7364836b800501aef6f599d6.jpg|https://ae01.alicdn.com/kf/See2b57de5e694dd69fcebe63a0385420D.jpg|https://ae01.alicdn.com/kf/Sd3640fca014c4e7c866f15765970ce03Y.jpg|https://ae01.alicdn.com/kf/S9d7db5e892cf40868c50e5f280736199A.jpg|https://ae01.alicdn.com/kf/S9734bc74badb4d75809ca52ad02d8422H.jpg|https://ae01.alicdn.com/kf/S11775c72bf2943fea3dbeaa7e0abf23ck.jpg,FALSE,,,,,,,,,,,,,,,,,,9W6jLrQ3FRUQuTZGMxnX-RJ3ErGe6YEetInwjoiOJpQbMwV3OGeB3yTKX-b5iGjtbLjt2O2G80AeEGQ3qq09xQ4psgBhtX3QAr6tsKwSNC4cf2xhml_sEITICfjpmZHQs5pHLVACbU4E7pRF8acxHg==,TRUE,,2025-10-03T18:11:26.337788
1005009589821544,50Pcs Colorful Plastic Golf Tee Step Down Graduated Castle Tee Height Control  Golf Ball Holder Golf Accessories,12000049554173855,Color: 31mm Red Colors,05.01,03.01,8884,https://ae01.alicdn.com/kf/S11775c72bf2943fea3dbeaa7e0abf23ck.jpg,https://ae01.alicdn.com/kf/S11775c72bf2943fea3dbeaa7e0abf23ck.jpg,None,Plastic,,,,Mainland China,,TRUE,100005884,https://www.aliexpress.com/item/1005009589821544.html,53306,5.01 - 6.87,3.01 - 4.12,"Main Features:Made of unwearable plastic for long use lifeEasy to carry them around as its light weightedEasily spotted after you hit your drive because of their bright colorsCan keep the ball in place and reduce the hit towards the teeGreat for hitting by irons and hybrid clubsSpecification:Material:plasticSize:31mm,37mm,43mm,51mm,57mm,70mmNote:The real color of the item may be slightly different from the pictures shown on website caused by many factors such as brightness of your monitor and light brightnessPlease allow 1-2cm differences due to manual measurementPackage Included:50*Golf Tees",https://ae01.alicdn.com/kf/S294676619f70491fa8e02a0d10d7466fa.jpg|https://ae01.alicdn.com/kf/S11775c72bf2943fea3dbeaa7e0abf23ck.jpg|https://ae01.alicdn.com/kf/Sd3640fca014c4e7c866f15765970ce03Y.jpg|https://ae01.alicdn.com/kf/See2b57de5e694dd69fcebe63a0385420D.jpg|https://ae01.alicdn.com/kf/S9734bc74badb4d75809ca52ad02d8422H.jpg|https://ae01.alicdn.com/kf/S9d7db5e892cf40868c50e5f280736199A.jpg|https://ae01.alicdn.com/kf/Sc2e7d6c336be48299236a666db9e8739I.jpg|https://ae01.alicdn.com/kf/S1863141b3db9477d8a584493c80929d2K.jpg,,,,,6,https://ae01.alicdn.com/kf/S9f2d0a6ef7364836b800501aef6f599d6.jpg|https://ae01.alicdn.com/kf/See2b57de5e694dd69fcebe63a0385420D.jpg|https://ae01.alicdn.com/kf/Sd3640fca014c4e7c866f15765970ce03Y.jpg|https://ae01.alicdn.com/kf/S9d7db5e892cf40868c50e5f280736199A.jpg|https://ae01.alicdn.com/kf/S9734bc74badb4d75809ca52ad02d8422H.jpg|https://ae01.alicdn.com/kf/S11775c72bf2943fea3dbeaa7e0abf23ck.jpg,FALSE,,,,,,,,,,,,,,,,,,PjZDdKo79dokrc9Ps75G_9OzsjULNN_ViJUG2dhF5bs0bS7kDdaDB-3pscEi_FwlnIbh8LpJvXcx6C6DndENWDyi4makkYwCLbpUIsmqIQLhpYH5EO4Sok1Nuy67JkxEzrJv9jJKK5uNrzMVwQyH6Q==,TRUE,,2025-10-03T18:11:26.337788
